URN,EstablishmentNumber,EstablishmentName,StudentsAchievingGrade5PlusEngMathRate,NumberOfPupils,StudentReceivingFreeSchoolMeals,PercentOfStudentReceivingFreeSchoolMeals,TotalPupils,FemalePupils,PercentFemale,UrbanRuralClassification,Postcode,GOR,LA (code),LA (name),Easting,Northing,MSOA (code),LSOA (code),LargeCentralMetro,LargeFringeMetro,MediumMetro,SmallMetro,Micropolitan,Noncore,AsianPopulationRate,BlackPopulationRate,WhitePopulationRate,OtherRacePopulationRate,LSOA21CD,LSOA11CD,LSOA code (2011),IDACI,SAMHI,YPAccessibilityRank,YPAccessibilityIndex
100049.0,4104.0,Haverstock School,43.0,199.0,117.0,59.0,950,393.0,41.37,Urban: Nearer to a major town or city,NW3 2BQ,London,202,Camden,528159.0,184498.0,E02000177,E01000902,1,0,0,0,0,0,19.35,17.16,49.79,13.7,E01000902,E01000902,E01000902,1.0,10.0,83.0,1.0
100050.0,4166.0,Parliament Hill School,58.0,175.0,94.0,54.0,1170,1123.0,95.98,Urban: Nearer to a major town or city,NW5 1RL,London,202,Camden,528369.0,186019.0,E02000166,E01000912,1,0,0,0,0,0,8.82,10.26,66.75,14.17,E01000912,E01000912,E01000912,3.0,2.0,161.0,1.0
100054.0,4611.0,The Camden School for Girls,75.0,107.0,38.0,36.0,1025,879.0,85.76,Urban: Nearer to a major town or city,NW5 2DB,London,202,Camden,529441.0,184659.0,E02000180,E01035707,1,0,0,0,0,0,9.01,6.2,73.25,11.54,E01035707,E01000864,E01000864,5.5,2.0,90.0,1.0
100056.0,4688.0,William Ellis School,41.0,111.0,58.0,52.0,836,,,Urban: Nearer to a major town or city,NW5 1RN,London,202,Camden,528267.0,186049.0,E02000166,E01000912,1,0,0,0,0,0,8.82,10.26,66.75,14.17,E01000912,E01000912,E01000912,3.0,2.0,422.0,3.0
137181.0,4000.0,The UCL Academy,47.0,171.0,100.0,59.0,1133,542.0,47.84,Urban: Nearer to a major town or city,NW3 3AQ,London,202,Camden,526867.0,184105.0,E02000182,E01000963,1,0,0,0,0,0,36.48,4.22,43.41,15.89,E01000963,E01000963,E01000963,8.0,3.0,141.0,1.0
100051.0,4196.0,Regent High School,41.0,154.0,113.0,73.0,1003,451.0,44.97,Urban: Nearer to a major town or city,NW1 1RX,London,202,Camden,529555.0,183356.0,E02000187,E01000952,1,0,0,0,0,0,29.65,16.03,42.44,11.87,E01000952,E01000952,E01000952,2.5,6.0,138.0,1.0
100052.0,4275.0,Hampstead School,32.0,200.0,128.0,64.0,1308,621.0,47.48,Urban: Nearer to a major town or city,NW2 3RT,London,202,Camden,524402.0,185633.0,E02000170,E01000871,1,0,0,0,0,0,15.84,5.02,64.03,15.11,E01000871,E01000871,E01000871,6.0,1.0,260.0,2.0
100053.0,4285.0,Acland Burghley School,47.0,137.0,72.0,53.0,1008,340.0,33.73,Urban: Nearer to a major town or city,NW5 1UJ,London,202,Camden,528962.0,185931.0,E02000168,E01000928,1,0,0,0,0,0,8.55,4.61,75.44,11.4,E01000928,E01000928,E01000928,6.0,2.0,169.0,1.0
100055.0,4652.0,Maria Fidelis Catholic School FCJ,45.0,115.0,57.0,50.0,711,418.0,58.79,Urban: Nearer to a major town or city,NW1 1LY,London,202,Camden,529642.0,182873.0,E02000187,E01000955,1,0,0,0,0,0,29.65,16.03,42.44,11.87,E01000955,E01000955,E01000955,2.5,6.0,107.0,1.0
100059.0,5401.0,La Sainte Union Catholic Secondary School,53.0,173.0,72.0,42.0,1073,1058.0,98.6,Urban: Nearer to a major town or city,NW5 1RP,London,202,Camden,528379.0,186191.0,E02000168,E01000910,1,0,0,0,0,0,8.55,4.61,75.44,11.4,E01000910,E01000910,E01000910,6.0,2.0,265.0,2.0
138449.0,4000.0,Harris Academy Greenwich,57.0,187.0,77.0,41.0,1144,490.0,42.83,Urban: Nearer to a major town or city,SE9 5EQ,London,203,Greenwich,541806.0,174461.0,E02000341,E01001661,1,0,0,0,0,0,6.84,12.35,72.36,8.45,E01001661,E01001661,E01001661,2.5,4.5,568.0,3.0
141716.0,4716.0,St Thomas More Catholic Comprehensive School,62.0,123.0,18.0,15.0,624,293.0,46.96,Urban: Nearer to a major town or city,SE9 2SU,London,203,Greenwich,543353.0,174161.0,E02000340,E01001613,1,0,0,0,0,0,7.1,4.79,81.8,6.31,E01001613,E01001613,E01001613,5.0,2.5,626.0,3.0
138245.0,4001.0,Ark Greenwich Free School,50.0,97.0,36.0,37.0,551,208.0,37.75,Urban: Nearer to a major town or city,SE18 4LH,London,203,Greenwich,542669.0,176775.0,E02000327,E01001701,1,0,0,0,0,0,11.63,21.61,59.5,7.26,E01001701,E01001701,E01001701,5.0,6.0,945.0,5.0
143927.0,4006.0,Royal Greenwich Trust School,,,,,605,188.0,31.07,Urban: Nearer to a major town or city,SE7 8LJ,London,203,Greenwich,542041.0,179040.0,E02006994,E01034198,1,0,0,0,0,0,16.35,29.48,44.62,9.55,E01034198,E01001709,E01001709,2.0,2.0,626.0,3.0
141163.0,4250.0,Woolwich Polytechnic School,52.0,238.0,99.0,42.0,1514,,,Urban: Nearer to a major town or city,SE28 8AT,London,203,Greenwich,546432.0,180397.0,E02000314,E01033745,1,0,0,0,0,0,8.97,48.54,32.96,9.53,E01033745,E01033745,E01033745,4.0,1.0,675.0,4.0
100190.0,4294.0,Thomas Tallis School,36.0,260.0,100.0,39.0,1905,862.0,45.25,Urban: Nearer to a major town or city,SE3 9PX,London,203,Greenwich,540856.0,175919.0,E02006927,E01034174,1,0,0,0,0,0,27.46,6.49,55.88,10.17,E01034174,E01033726,E01033726,3.0,2.0,822.0,4.0
105135.0,6905.0,St Paul's Academy,44.0,240.0,94.0,39.0,1193,526.0,44.09,Urban: Nearer to a major town or city,SE2 9PX,London,203,Greenwich,546278.0,179196.0,E02000315,E01001579,1,0,0,0,0,0,10.1,35.8,46.07,8.03,E01001579,E01001579,E01001579,1.0,2.0,846.0,5.0
100182.0,4077.0,Eltham Hill School,47.0,171.0,70.0,41.0,1114,1105.0,99.19,Urban: Nearer to a major town or city,SE9 5EE,London,203,Greenwich,542250.0,174421.0,E02000341,E01001655,1,0,0,0,0,0,6.84,12.35,72.36,8.45,E01001655,E01001655,E01001655,2.5,4.5,1051.0,5.0
100183.0,4130.0,Plumstead Manor School,33.0,232.0,105.0,45.0,1432,1316.0,91.9,Urban: Nearer to a major town or city,SE18 1QF,London,203,Greenwich,544831.0,178057.0,E02000319,E01001636,1,0,0,0,0,0,25.22,19.23,41.31,14.24,E01001636,E01001636,E01001636,4.0,1.0,406.0,3.0
141309.0,4271.0,Stationers' Crown Woods Academy,38.0,254.0,78.0,31.0,1611,704.0,43.7,Urban: Nearer to a major town or city,SE9 2PT,London,203,Greenwich,544337.0,174636.0,E02000340,E01001614,1,0,0,0,0,0,7.1,4.79,81.8,6.31,E01001614,E01001614,E01001614,5.0,2.5,1390.0,7.0
100193.0,4682.0,St Ursula's Convent School,63.0,116.0,31.0,27.0,624,624.0,100.0,Urban: Nearer to a major town or city,SE10 8HN,London,203,Greenwich,538590.0,177088.0,E02006931,E01001642,1,0,0,0,0,0,3.98,4.5,83.43,8.08,E01001642,E01001642,E01001642,7.0,1.0,521.0,3.0
100279.0,4310.0,Stoke Newington School and Sixth Form,57.0,254.0,78.0,31.0,1630,747.0,45.83,Urban: Nearer to a major town or city,N16 9EX,London,204,Hackney,532879.0,186072.0,E02000356,E01001737,1,0,0,0,0,0,9.16,10.18,65.44,15.21,E01001737,E01001737,E01001737,4.0,2.0,153.0,1.0
140210.0,4003.0,Mossbourne Victoria Park Academy,64.0,118.0,61.0,52.0,763,360.0,47.18,Urban: Nearer to a major town or city,E9 7HD,London,204,Hackney,535855.0,184061.0,E02000366,E01001836,1,0,0,0,0,0,5.33,19.22,60.85,14.59,E01001836,E01001836,E01001836,4.0,5.0,,
143756.0,4005.0,"City of London Academy, Shoreditch Park",,,,,362,160.0,44.2,Urban: Nearer to a major town or city,N1 5JU,London,204,Hackney,534221.0,183383.0,E02000369,E01035643,1,0,0,0,0,0,11.7,19.45,52.9,15.94,E01035643,E01001752,E01001752,2.0,1.5,,
100282.0,4641.0,Our Lady's Catholic High School,40.0,121.0,63.0,52.0,744,731.0,98.25,Urban: Nearer to a major town or city,N16 5AF,London,204,Hackney,533481.0,187911.0,E02000345,E01001809,1,0,0,0,0,0,5.89,7.53,65.91,20.68,E01001809,E01001809,E01001809,7.0,1.0,68.0,1.0
134693.0,6905.0,Mossbourne Community Academy,68.0,198.0,95.0,48.0,1343,610.0,45.42,Urban: Nearer to a major town or city,E5 8JY,London,204,Hackney,534509.0,185417.0,E02000360,E01001758,1,0,0,0,0,0,17.69,30.52,37.11,14.67,E01001758,E01001758,E01001758,1.0,5.0,146.0,1.0
137442.0,4302.0,Clapton Girls' Academy,71.0,174.0,103.0,59.0,1185,1185.0,100.0,Urban: Nearer to a major town or city,E5 0RB,London,204,Hackney,535150.0,185780.0,E02000355,E01001794,1,0,0,0,0,0,21.84,13.24,55.49,9.44,E01001794,E01001794,E01001794,5.0,3.0,264.0,2.0
133599.0,4318.0,Yesodey Hatorah Senior Girls School,65.0,68.0,1.0,2.0,314,314.0,100.0,Urban: Nearer to a major town or city,N16 6UB,London,204,Hackney,533959.0,187840.0,E02000348,E01001826,1,0,0,0,0,0,5.91,12.33,63.83,17.93,E01001826,E01001826,E01001826,4.0,1.0,69.0,1.0
100284.0,4697.0,The Urswick School - A Church of England Secondary School,33.0,128.0,100.0,78.0,837,358.0,42.77,Urban: Nearer to a major town or city,E9 6NR,London,204,Hackney,535046.0,184634.0,E02000361,E01001731,1,0,0,0,0,0,12.86,24.15,46.61,16.39,E01001731,E01001731,E01001731,3.0,2.0,203.0,2.0
131062.0,6906.0,The Petchey Academy,38.0,173.0,111.0,64.0,1057,442.0,41.82,Urban: Nearer to a major town or city,E8 2EY,London,204,Hackney,533788.0,185403.0,E02000358,E01001747,1,0,0,0,0,0,10.1,14.74,60.59,14.57,E01001747,E01001747,E01001747,2.0,6.0,148.0,1.0
131609.0,6907.0,The Bridge Academy,38.0,167.0,121.0,73.0,1079,494.0,45.78,Urban: Nearer to a major town or city,E2 8BA,London,204,Hackney,533752.0,183613.0,E02000369,E01001773,1,0,0,0,0,0,11.7,19.45,52.9,15.94,E01001773,E01001773,E01001773,2.0,1.5,143.0,1.0
135835.0,6908.0,"The City Academy, Hackney",37.0,172.0,110.0,64.0,1133,484.0,42.72,Urban: Nearer to a major town or city,E9 6EA,London,204,Hackney,535413.0,185117.0,E02000363,E01001735,1,0,0,0,0,0,8.99,25.38,55.04,10.59,E01001735,E01001735,E01001735,2.0,8.0,252.0,2.0
136137.0,6909.0,Skinners' Academy,48.0,170.0,99.0,58.0,1040,480.0,46.15,Urban: Nearer to a major town or city,N4 1SY,London,204,Hackney,532255.0,187775.0,E02000346,E01035638,1,0,0,0,0,0,14.12,20.15,49.5,16.23,E01035638,E01033701,E01033701,1.0,3.0,79.0,1.0
137935.0,4620.0,Sacred Heart High School,81.0,161.0,19.0,12.0,1046,1044.0,99.81,Urban: Nearer to a major town or city,W6 7DG,London,205,Hammersmith and Fulham,523435.0,178678.0,E02000384,E01001898,1,0,0,0,0,0,19.32,7.51,59.64,13.53,E01001898,E01001898,E01001898,5.0,3.0,171.0,1.0
141135.0,4001.0,The Fulham Boys School,38.0,80.0,25.0,31.0,545,,,Urban: Nearer to a major town or city,SW6 5BD,London,205,Hammersmith and Fulham,525100.0,177145.0,E02000392,E01001953,1,0,0,0,0,0,12.26,11.58,61.99,14.17,E01001953,E01001953,E01001953,2.0,2.0,,
138607.0,4632.0,Lady Margaret School,74.0,117.0,19.0,16.0,758,758.0,100.0,Urban: Nearer to a major town or city,SW6 4UN,London,205,Hammersmith and Fulham,525134.0,176562.0,E02000391,E01001922,1,0,0,0,0,0,5.91,3.82,79.0,11.27,E01001922,E01001922,E01001922,8.0,1.0,236.0,2.0
137157.0,5400.0,The London Oratory School,79.0,176.0,16.0,9.0,1324,,,Urban: Nearer to a major town or city,SW6 1RX,London,205,Hammersmith and Fulham,525516.0,177432.0,E02000388,E01001883,1,0,0,0,0,0,12.5,7.48,67.63,12.39,E01001883,E01001883,E01001883,4.0,4.0,209.0,2.0
136750.0,4000.0,West London Free School,71.0,128.0,34.0,27.0,853,425.0,49.82,Urban: Nearer to a major town or city,W6 9LP,London,205,Hammersmith and Fulham,522432.0,178536.0,E02000382,E01001932,1,0,0,0,0,0,11.67,9.66,63.55,15.12,E01001932,E01001932,E01001932,3.0,1.0,156.0,1.0
141617.0,4002.0,The Hurlingham Academy,56.0,73.0,28.0,38.0,472,219.0,46.4,Urban: Nearer to a major town or city,SW6 3ED,London,205,Hammersmith and Fulham,525368.0,175859.0,E02000396,E01001934,1,0,0,0,0,0,7.81,12.09,64.59,15.51,E01001934,E01001934,E01001934,1.0,1.0,248.0,2.0
139364.0,4106.0,Fulham College Boys' School,23.0,61.0,32.0,53.0,367,,,Urban: Nearer to a major town or city,SW6 6SN,London,205,Hammersmith and Fulham,524042.0,176935.0,E02000393,E01001904,1,0,0,0,0,0,5.63,4.21,81.57,8.6,E01001904,E01001904,E01001904,8.0,1.0,356.0,2.0
131752.0,6905.0,Ark Burlington Danes Academy,35.0,162.0,87.0,54.0,1296,626.0,48.3,Urban: Nearer to a major town or city,W12 0HR,London,205,Hammersmith and Fulham,522925.0,181489.0,E02000372,E01035484,1,0,0,0,0,0,24.19,12.12,48.5,15.19,E01035484,E01001874,E01001874,4.0,5.0,147.0,1.0
143129.0,4004.0,Phoenix Academy,34.0,82.0,56.0,68.0,409,186.0,45.48,Urban: Nearer to a major town or city,W12 0RQ,London,205,Hammersmith and Fulham,522377.0,180823.0,E02000373,E01001955,1,0,0,0,0,0,12.67,24.44,44.28,18.6,E01001955,E01001955,E01001955,2.0,4.0,148.0,1.0
139365.0,4315.0,Fulham Cross Girls' School and Language College,47.0,119.0,65.0,55.0,626,626.0,100.0,Urban: Nearer to a major town or city,SW6 6BP,London,205,Hammersmith and Fulham,524106.0,177335.0,E02000390,E01001903,1,0,0,0,0,0,8.08,11.98,68.38,11.56,E01001903,E01001903,E01001903,3.0,5.0,210.0,2.0
136172.0,6906.0,Hammersmith Academy,54.0,120.0,58.0,48.0,846,386.0,45.63,Urban: Nearer to a major town or city,W12 9JD,London,205,Hammersmith and Fulham,522551.0,179595.0,E02000377,E01001858,1,0,0,0,0,0,10.44,13.06,61.44,15.06,E01001858,E01001858,E01001858,2.0,3.0,133.0,1.0
143659.0,4001.0,"City of London Academy, Highgate Hill",48.0,67.0,57.0,85.0,411,297.0,72.26,Urban: Nearer to a major town or city,N19 3EU,London,206,Islington,529743.0,187113.0,E02000555,E01002753,1,0,0,0,0,0,8.92,16.87,56.85,17.36,E01002753,E01002753,E01002753,2.0,5.0,,
100455.0,4307.0,Highbury Fields School,65.0,139.0,83.0,60.0,773,771.0,99.74,Urban: Nearer to a major town or city,N5 1AR,London,206,Islington,531721.0,185476.0,E02000566,E01002745,1,0,0,0,0,0,5.66,7.64,73.55,13.15,E01002745,E01002745,E01002745,5.0,3.0,131.0,1.0
100457.0,4324.0,Elizabeth Garrett Anderson School,42.0,176.0,112.0,64.0,894,894.0,100.0,Urban: Nearer to a major town or city,N1 9QG,London,206,Islington,531007.0,183248.0,E02000572,E01002697,1,0,0,0,0,0,17.94,16.87,49.59,15.6,E01002697,E01002697,E01002697,2.0,4.0,130.0,1.0
131690.0,4325.0,Arts and Media School Islington,31.0,121.0,73.0,60.0,647,267.0,41.27,Urban: Nearer to a major town or city,N4 3LS,London,206,Islington,530684.0,187037.0,E02000556,E01002806,1,0,0,0,0,0,4.55,11.04,71.18,13.23,E01002806,E01002806,E01002806,3.0,5.0,110.0,1.0
100458.0,4614.0,Central Foundation Boys' School,64.0,141.0,91.0,65.0,978,,,Urban: Nearer to a major town or city,EC2A 4SH,London,206,Islington,532888.0,182441.0,E02000576,E01002704,1,0,0,0,0,0,12.35,16.13,54.97,16.55,E01002704,E01002704,E01002704,3.0,3.0,66.0,1.0
135587.0,6906.0,City of London Academy Islington,31.0,113.0,90.0,80.0,801,366.0,45.69,Urban: Nearer to a major town or city,N1 8PQ,London,206,Islington,532038.0,183639.0,E02000571,E01002800,1,0,0,0,0,0,11.52,13.61,57.76,17.11,E01002800,E01002800,E01002800,2.0,6.0,142.0,1.0
141931.0,5402.0,The Cardinal Vaughan Memorial RC School,74.0,113.0,21.0,19.0,994,,,Urban: Nearer to a major town or city,W14 8BZ,London,207,Kensington and Chelsea,524213.0,179844.0,E02000585,E01002869,1,0,0,0,0,0,19.14,6.55,58.33,15.98,E01002869,E01002869,E01002869,6.0,1.0,129.0,1.0
140212.0,4000.0,Kensington Aldridge Academy,35.0,164.0,104.0,63.0,1123,542.0,48.26,Urban: Nearer to a major town or city,W10 6EX,London,207,Kensington and Chelsea,523920.0,180986.0,E02000581,E01002880,1,0,0,0,0,0,11.8,32.26,32.6,23.34,E01002880,E01002880,E01002880,2.0,7.0,,
100503.0,4801.0,All Saints Catholic College,46.0,70.0,37.0,53.0,466,393.0,84.33,Urban: Nearer to a major town or city,W10 6EL,London,207,Kensington and Chelsea,523952.0,181650.0,E02000578,E01002905,1,0,0,0,0,0,7.78,14.13,57.49,20.6,E01002905,E01002905,E01002905,1.0,9.0,151.0,1.0
135531.0,6905.0,Chelsea Academy,62.0,169.0,67.0,40.0,1129,523.0,46.32,Urban: Nearer to a major town or city,SW10 0AB,London,207,Kensington and Chelsea,526279.0,177011.0,E02000597,E01002841,1,0,0,0,0,0,9.17,5.81,68.47,16.54,E01002841,E01002841,E01002841,6.0,6.0,173.0,1.0
139659.0,4000.0,Oasis Academy South Bank,59.0,118.0,71.0,60.0,667,317.0,47.53,Urban: Nearer to a major town or city,SE1 7HS,London,208,Lambeth,531176.0,179406.0,E02006801,E01003014,1,0,0,0,0,0,9.56,21.04,54.68,14.73,E01003014,E01003014,E01003014,3.0,6.0,,
100624.0,4223.0,Norwood School,31.0,122.0,53.0,43.0,933,541.0,57.98,Urban: Nearer to a major town or city,SE19 3NY,London,208,Lambeth,532224.0,171065.0,E02000648,E01003086,1,0,0,0,0,0,5.01,36.99,42.58,15.41,E01003086,E01003086,E01003086,2.0,4.0,413.0,3.0
100638.0,5401.0,Bishop Thomas Grant Catholic Secondary School,58.0,170.0,39.0,23.0,1235,549.0,44.45,Urban: Nearer to a major town or city,SW16 2HY,London,208,Lambeth,530893.0,171230.0,E02000647,E01003149,1,0,0,0,0,0,10.84,14.83,61.78,12.55,E01003149,E01003149,E01003149,7.0,4.0,258.0,2.0
140966.0,4003.0,Trinity Academy,23.0,60.0,23.0,38.0,420,184.0,43.81,Urban: Nearer to a major town or city,SW2 1QS,London,208,Lambeth,530745.0,174734.0,E02000637,E01003018,1,0,0,0,0,0,3.46,11.13,72.19,13.21,E01003018,E01003018,E01003018,4.0,2.0,,
100625.0,4321.0,Lilian Baylis Technology School,46.0,116.0,62.0,53.0,802,364.0,45.39,Urban: Nearer to a major town or city,SE11 5QY,London,208,Lambeth,530793.0,178036.0,E02000621,E01003102,1,0,0,0,0,0,7.4,17.03,62.3,13.27,E01003102,E01003102,E01003102,1.0,5.0,229.0,2.0
136450.0,4322.0,Platanos College,42.0,186.0,111.0,60.0,1004,487.0,48.51,Urban: Nearer to a major town or city,SW9 0AL,London,208,Lambeth,530664.0,176665.0,E02000625,E01003126,1,0,0,0,0,0,4.57,31.67,48.62,15.14,E01003126,E01003126,E01003126,2.0,4.0,87.0,1.0
100627.0,4509.0,Saint Gabriel's College,32.0,94.0,47.0,50.0,541,269.0,49.72,Urban: Nearer to a major town or city,SW9 6UL,London,208,Lambeth,531881.0,176931.0,E02000622,E01003180,1,0,0,0,0,0,6.56,30.73,48.91,13.8,E01003180,E01003180,E01003180,3.0,3.0,166.0,1.0
100637.0,5400.0,La Retraite Roman Catholic Girls' School,55.0,149.0,54.0,36.0,1007,978.0,97.12,Urban: Nearer to a major town or city,SW12 0AB,London,208,Lambeth,529156.0,173718.0,E02000640,E01003157,1,0,0,0,0,0,6.7,10.62,74.97,7.71,E01003157,E01003157,E01003157,5.0,1.0,284.0,2.0
134815.0,6905.0,Lambeth Academy,46.0,155.0,95.0,61.0,896,382.0,42.63,Urban: Nearer to a major town or city,SW4 9ET,London,208,Lambeth,529241.0,174795.0,E02000636,E01003033,1,0,0,0,0,0,3.21,8.83,77.27,10.69,E01003033,E01003033,E01003033,7.0,1.0,89.0,1.0
135389.0,6906.0,Ark Evelyn Grace Academy,18.0,152.0,115.0,76.0,664,288.0,43.37,Urban: Nearer to a major town or city,SE24 0QN,London,208,Lambeth,531808.0,175242.0,E02000635,E01003051,1,0,0,0,0,0,12.57,30.51,44.36,12.57,E01003051,E01003051,E01003051,1.0,6.0,82.0,1.0
137954.0,6907.0,City Heights E-ACT Academy,39.0,129.0,83.0,64.0,763,352.0,46.13,Urban: Nearer to a major town or city,SW2 3PW,London,208,Lambeth,531198.0,173161.0,E02000641,E01003174,1,0,0,0,0,0,5.44,47.62,28.2,18.73,E01003174,E01003174,E01003174,1.0,4.0,,
135073.0,6905.0,Haberdashers' Aske's Hatcham College,47.0,200.0,73.0,37.0,1827,928.0,50.79,Urban: Nearer to a major town or city,SE14 5SF,London,209,Lewisham,535996.0,176135.0,E02000662,E01003342,1,0,0,0,0,0,5.9,23.64,59.32,11.14,E01003342,E01003342,E01003342,4.0,2.0,230.0,2.0
100740.0,4047.0,Deptford Green School,28.0,145.0,70.0,48.0,901,407.0,45.17,Urban: Nearer to a major town or city,SE14 6AN,London,209,Lewisham,536445.0,177315.0,E02006798,E01003300,1,0,0,0,0,0,12.16,44.35,28.9,14.58,E01003300,E01003300,E01003300,2.0,4.0,306.0,2.0
100745.0,4289.0,Forest Hill School,39.0,208.0,73.0,35.0,1251,,,Urban: Nearer to a major town or city,SE23 2XN,London,209,Lewisham,535796.0,172139.0,E02000679,E01003313,1,0,0,0,0,0,8.72,31.62,48.6,11.07,E01003313,E01003313,E01003313,2.0,6.0,700.0,4.0
100748.0,4600.0,Addey and Stanhope School,36.0,99.0,50.0,51.0,558,252.0,45.16,Urban: Nearer to a major town or city,SE14 6TJ,London,209,Lewisham,537032.0,176920.0,E02000657,E01003207,1,0,0,0,0,0,8.99,36.22,42.59,12.2,E01003207,E01003207,E01003207,1.0,5.0,283.0,2.0
100741.0,4204.0,Sydenham School,47.0,222.0,73.0,33.0,1418,1406.0,99.15,Urban: Nearer to a major town or city,SE26 4RD,London,209,Lewisham,535005.0,172368.0,E02000680,E01003259,1,0,0,0,0,0,7.69,16.4,62.76,13.15,E01003259,E01003259,E01003259,4.0,3.0,1203.0,6.0
135070.0,6906.0,Haberdashers' Aske's Knights Academy,37.0,160.0,66.0,41.0,1317,586.0,44.5,Urban: Nearer to a major town or city,BR1 5EB,London,209,Lewisham,540266.0,171826.0,E02006783,E01003237,1,0,0,0,0,0,10.49,26.07,52.19,11.26,E01003237,E01003237,E01003237,2.0,2.0,568.0,3.0
139587.0,4000.0,Compass School Southwark,32.0,56.0,33.0,59.0,373,154.0,41.29,Urban: Nearer to a major town or city,SE16 4EE,London,210,Southwark,534581.0,179309.0,E02000810,E01033871,1,0,0,0,0,0,7.23,17.37,61.67,13.73,E01033871,E01004022,E01004022,1.0,3.0,,
140221.0,4002.0,University Academy of Engineering South Bank,31.0,99.0,53.0,54.0,711,204.0,28.69,Urban: Nearer to a major town or city,SE17 2TP,London,210,Southwark,532760.0,178326.0,E02000822,E01003972,1,0,0,0,0,0,7.16,35.11,44.17,13.57,E01003972,E01003972,E01003972,2.0,3.0,,
142178.0,4003.0,The Charter School East Dulwich,,,,,420,206.0,49.05,Urban: Nearer to a major town or city,SE22 8EY,London,210,Southwark,533449.0,175109.0,E02000834,E01003953,1,0,0,0,0,0,4.43,12.09,74.51,8.97,E01003953,E01003953,E01003953,5.5,4.0,,
136309.0,4265.0,Kingsdale Foundation School,60.0,239.0,56.0,23.0,2026,1045.0,51.58,Urban: Nearer to a major town or city,SE21 8SQ,London,210,Southwark,533216.0,172108.0,E02000839,E01003946,1,0,0,0,0,0,13.03,15.36,59.16,12.45,E01003946,E01003946,E01003946,6.0,1.0,1117.0,6.0
100849.0,4680.0,St Saviour's and St Olave's Church of England School,65.0,123.0,44.0,36.0,750,750.0,100.0,Urban: Nearer to a major town or city,SE1 4AN,London,210,Southwark,532857.0,179036.0,E02000812,E01003942,1,0,0,0,0,0,23.9,29.94,32.22,13.94,E01003942,E01003942,E01003942,2.0,5.0,108.0,1.0
100857.0,5402.0,The St Thomas the Apostle College,58.0,113.0,53.0,47.0,935,,,Urban: Nearer to a major town or city,SE15 2EB,London,210,Southwark,535096.0,176433.0,E02000829,E01004004,1,0,0,0,0,0,10.92,33.6,43.76,11.72,E01004004,E01004004,E01004004,2.0,5.0,275.0,2.0
138960.0,5405.0,Sacred Heart Catholic School,53.0,134.0,55.0,41.0,855,432.0,50.53,Urban: Nearer to a major town or city,SE5 0RP,London,210,Southwark,532238.0,176847.0,E02000827,E01003919,1,0,0,0,0,0,9.2,25.62,49.07,16.1,E01003919,E01003919,E01003919,6.0,3.0,75.0,1.0
134225.0,6906.0,Harris Academy Peckham,26.0,102.0,59.0,58.0,520,247.0,47.5,Urban: Nearer to a major town or city,SE15 5DZ,London,210,Southwark,533853.0,176621.0,E02000831,E01004066,1,0,0,0,0,0,5.46,33.8,46.39,14.36,E01004066,E01004066,E01004066,3.0,2.0,84.0,1.0
131747.0,6907.0,Harris Academy Bermondsey,45.0,130.0,76.0,59.0,816,814.0,99.75,Urban: Nearer to a major town or city,SE16 3TZ,London,210,Southwark,534017.0,178910.0,E02000816,E01003977,1,0,0,0,0,0,9.62,23.23,52.56,14.58,E01003977,E01003977,E01003977,3.0,3.0,138.0,1.0
132711.0,6908.0,Harris Girls' Academy East Dulwich,49.0,134.0,70.0,52.0,870,858.0,98.62,Urban: Nearer to a major town or city,SE22 0NR,London,210,Southwark,535230.0,174963.0,E02000835,E01004020,1,0,0,0,0,0,4.75,40.07,39.73,15.46,E01004020,E01004020,E01004020,1.0,5.0,356.0,2.0
139718.0,4001.0,Ark All Saints Academy,28.0,112.0,55.0,49.0,599,293.0,48.91,Urban: Nearer to a major town or city,SE5 0UB,London,210,Southwark,532010.0,177196.0,E02000827,E01003919,1,0,0,0,0,0,9.2,25.62,49.07,16.1,E01003919,E01003919,E01003919,6.0,3.0,,
136298.0,4318.0,The Charter School North Dulwich,68.0,168.0,39.0,23.0,1244,596.0,47.91,Urban: Nearer to a major town or city,SE24 9JH,London,210,Southwark,532849.0,174779.0,E02000833,E01004048,1,0,0,0,0,0,11.56,19.36,55.13,13.95,E01004048,E01004048,E01004048,4.0,1.0,239.0,2.0
134222.0,6905.0,City of London Academy (Southwark),36.0,234.0,157.0,67.0,1501,730.0,48.63,Urban: Nearer to a major town or city,SE1 5LA,London,210,Southwark,534379.0,178443.0,E02000816,E01004038,1,0,0,0,0,0,9.62,23.23,52.56,14.58,E01004038,E01004038,E01004038,3.0,3.0,73.0,1.0
135315.0,6909.0,Ark Walworth Academy,32.0,165.0,113.0,69.0,1009,405.0,40.14,Urban: Nearer to a major town or city,SE1 5UJ,London,210,Southwark,533441.0,178209.0,E02000821,E01033878,1,0,0,0,0,0,8.09,35.61,38.04,18.26,E01033878,E01003964,E01003964,2.0,3.0,305.0,2.0
135816.0,6913.0,Harris Boys' Academy East Dulwich,46.0,137.0,67.0,49.0,812,,,Urban: Nearer to a major town or city,SE22 0AT,London,210,Southwark,534515.0,174895.0,E02000834,E01004015,1,0,0,0,0,0,4.43,12.09,74.51,8.97,E01004015,E01004015,E01004015,5.5,4.0,402.0,3.0
