URN,EstablishmentNumber,EstablishmentName,StudentsAchievingGrade5PlusEngMathRate,NumberOfPupils,StudentReceivingFreeSchoolMeals,PercentOfStudentReceivingFreeSchoolMeals,TotalPupils,FemalePupils,PercentFemale,UrbanRuralClassification,Postcode,GOR,LA (code),LA (name),Easting,Northing,MSOA (code),LSOA (code),LargeCentralMetro,LargeFringeMetro,MediumMetro,SmallMetro,Micropolitan,Noncore,AsianPopulationRate,BlackPopulationRate,WhitePopulationRate,OtherRacePopulationRate,LSOA21CD,LSOA11CD,LSOA code (2011),IDACI,SAMHI,YPAccessibilityRank,YPAccessibilityIndex
137427.0,5401.0,Bassingbourn Village College,48.0,113.0,13.0,12.0,641,313.0,48.83,Larger rural: Nearer to a major town or city,SG8 5NJ,East of England,873,Cambridgeshire,533079.0,243671.0,E02003793,E01018228,0,0,1,0,0,0,0.67,0.43,96.77,2.13,E01018228,E01018228,E01018228,8.0,2.0,1893.0,9.0
136974.0,5403.0,Sawtry Village Academy,52.0,134.0,14.0,10.0,854,415.0,48.59,Larger rural: Nearer to a major town or city,PE28 5TQ,East of England,873,Cambridgeshire,517046.0,283486.0,E02003756,E01018195,0,0,1,0,0,0,1.24,1.32,94.11,3.33,E01018195,E01018195,E01018195,5.0,4.0,1893.0,9.0
136775.0,5408.0,Sawston Village College,62.0,210.0,22.0,11.0,1056,508.0,48.11,Larger rural: Nearer to a major town or city,CB22 3BP,East of England,873,Cambridgeshire,548215.0,249780.0,E02003789,E01018280,0,0,1,0,0,0,9.66,1.01,86.62,2.7,E01018280,E01018280,E01018280,9.0,5.0,547.0,3.0
136992.0,5411.0,Longsands Academy,47.0,285.0,46.0,16.0,1823,901.0,49.42,Urban: Nearer to a major town or city,PE19 1LQ,East of England,873,Cambridgeshire,519469.0,260798.0,E02003771,E01018190,1,0,0,0,0,0,2.05,1.02,94.88,2.05,E01018190,E01018190,E01018190,4.0,5.0,1241.0,6.0
137248.0,5412.0,St Peter's School,40.0,165.0,51.0,31.0,1031,497.0,48.21,Urban: Further from a major town or city,PE29 7DD,East of England,873,Cambridgeshire,523717.0,272783.0,E02003764,E01018150,0,1,0,0,0,0,8.69,5.33,79.63,6.36,E01018150,E01018150,E01018150,6.5,6.5,1653.0,8.0
136610.0,5415.0,Soham Village College,49.0,268.0,46.0,17.0,1389,694.0,49.96,Urban: Further from a major town or city,CB7 5AA,East of England,873,Cambridgeshire,559485.0,272750.0,E02003737,E01018052,0,1,0,0,0,0,1.84,0.89,94.01,3.26,E01018052,E01018052,E01018052,5.0,8.0,987.0,5.0
136442.0,5416.0,Linton Village College,52.0,170.0,13.0,8.0,873,423.0,48.45,Larger rural: Nearer to a major town or city,CB21 4JB,East of England,873,Cambridgeshire,555719.0,246911.0,E02003790,E01018263,0,0,1,0,0,0,2.5,0.2,95.13,2.16,E01018263,E01018263,E01018263,8.0,3.0,1241.0,6.0
139272.0,4003.0,Neale-Wade Academy,30.0,237.0,71.0,30.0,1335,670.0,50.19,Urban: Further from a major town or city,PE15 9PX,East of England,873,Cambridgeshire,541755.0,295281.0,E02003750,E01018088,0,1,0,0,0,0,1.5,0.26,95.95,2.29,E01018088,E01018088,E01018088,5.0,10.0,1893.0,9.0
139408.0,4006.0,Cambourne Village College,52.0,190.0,32.0,17.0,1043,517.0,49.57,Urban: Nearer to a major town or city,CB23 6FR,East of England,873,Cambridgeshire,531075.0,259516.0,E02006873,E01033117,1,0,0,0,0,0,9.94,2.2,80.8,7.06,E01033117,E01033117,E01033117,8.0,3.0,,
140265.0,4008.0,Cambridge Academy for Science and Technology,59.0,49.0,8.0,16.0,217,77.0,35.48,Urban: Nearer to a major town or city,CB2 0SZ,East of England,873,Cambridgeshire,546563.0,254923.0,E02003731,E01017995,1,0,0,0,0,0,22.6,1.13,68.37,7.89,E01017995,E01017995,E01017995,10.0,1.0,739.0,4.0
137377.0,4603.0,"Abbey College, Ramsey",51.0,165.0,26.0,16.0,968,468.0,48.35,Smaller rural: Nearer to a major town or city,PE26 1DG,East of England,873,Cambridgeshire,529393.0,284970.0,E02003755,E01018156,0,0,0,0,1,0,0.94,0.37,96.57,2.12,E01018156,E01018156,E01018156,7.0,7.0,1893.0,9.0
136463.0,5406.0,Comberton Village College,68.0,252.0,24.0,10.0,1795,863.0,48.08,Smaller rural: Nearer to a major town or city,CB23 7DU,East of England,873,Cambridgeshire,537565.0,255968.0,E02003784,E01018231,0,0,0,0,1,0,6.66,1.53,88.21,3.59,E01018231,E01018231,E01018231,10.0,3.0,1653.0,8.0
135980.0,6906.0,Ormiston Bushfield Academy,30.0,143.0,56.0,39.0,904,479.0,52.99,Urban: Nearer to a major town or city,PE2 5RQ,East of England,874,Peterborough,515207.0,295348.0,E02003257,E01015647,1,0,0,0,0,0,4.75,9.68,77.81,7.76,E01015647,E01015647,E01015647,1.0,8.0,1173.0,6.0
137082.0,4000.0,Nene Park Academy,22.0,172.0,49.0,29.0,1194,569.0,47.65,Urban: Nearer to a major town or city,PE2 7EA,East of England,874,Peterborough,516318.0,296372.0,E02006877,E01015638,1,0,0,0,0,0,4.19,2.77,89.09,3.95,E01015638,E01015638,E01015638,3.0,9.0,1653.0,8.0
139082.0,4003.0,City of Peterborough Academy,12.0,109.0,47.0,43.0,795,358.0,45.03,Urban: Nearer to a major town or city,PE1 5LQ,East of England,874,Peterborough,520617.0,299995.0,E02003249,E01015615,1,0,0,0,0,0,25.64,4.3,61.98,8.09,E01015615,E01015615,E01015615,2.0,6.0,,
142902.0,4004.0,Greater Peterborough UTC,32.0,94.0,23.0,25.0,261,46.0,17.62,Urban: Nearer to a major town or city,PE1 4DZ,East of England,874,Peterborough,519839.0,300206.0,E02003248,E01015653,1,0,0,0,0,0,34.24,2.62,55.84,7.3,E01015653,E01015653,E01015653,6.0,3.0,,
145051.0,4006.0,Queen Katharine Academy,9.0,106.0,40.0,38.0,1004,557.0,55.48,Urban: Nearer to a major town or city,PE4 6HX,East of England,874,Peterborough,517311.0,302487.0,E02003242,E01015676,1,0,0,0,0,0,8.72,2.91,82.62,5.76,E01015676,E01015676,E01015676,3.0,3.0,,
136266.0,5417.0,Arthur Mellows Village College,52.0,252.0,33.0,13.0,1613,820.0,50.84,Smaller rural: Nearer to a major town or city,PE6 7JX,East of England,874,Peterborough,514971.0,305704.0,E02003237,E01015629,0,0,0,0,1,0,4.24,1.09,91.87,2.8,E01015629,E01015629,E01015629,8.0,7.0,1893.0,9.0
137880.0,4002.0,Stanground Academy,33.0,220.0,59.0,27.0,1335,676.0,50.64,Urban: Nearer to a major town or city,PE7 3BY,East of England,874,Peterborough,520340.0,296032.0,E02003255,E01035549,1,0,0,0,0,0,5.95,6.01,81.64,6.4,E01035549,E01015671,E01015671,4.0,3.0,987.0,5.0
143641.0,4005.0,Hampton Gardens Secondary School,,,,,410,200.0,48.78,Urban: Nearer to a major town or city,PE7 8HR,East of England,874,Peterborough,518292.0,294365.0,E02006878,E01035552,1,0,0,0,0,0,11.35,9.58,72.31,6.76,E01035552,E01033176,E01033176,4.0,10.0,,
136185.0,6905.0,Ormiston Bolingbroke Academy,16.0,144.0,75.0,52.0,1131,569.0,50.31,Urban: Nearer to a major town or city,WA7 6EP,North West,876,Halton,355351.0,380494.0,E02002587,E01012438,1,0,0,0,0,0,1.34,0.0,95.26,3.4,E01012438,E01012438,E01012438,1.0,10.0,1117.0,6.0
140864.0,4001.0,Ormiston Chadwick Academy,32.0,123.0,61.0,50.0,788,410.0,52.03,Urban: Nearer to a major town or city,WA8 7HU,North West,876,Halton,349571.0,386408.0,E02002579,E01012378,1,0,0,0,0,0,0.39,0.59,98.16,0.85,E01012378,E01012378,E01012378,8.0,7.0,1351.0,7.0
136779.0,4103.0,The Heath School,43.0,169.0,57.0,34.0,1121,541.0,48.26,Urban: Nearer to a major town or city,WA7 4SY,North West,876,Halton,351723.0,381137.0,E02002589,E01012418,1,0,0,0,0,0,1.49,0.14,97.74,0.64,E01012418,E01012418,E01012418,7.0,7.0,1351.0,7.0
139368.0,4207.0,Wade Deacon High School,58.0,308.0,98.0,32.0,1591,765.0,48.08,Urban: Nearer to a major town or city,WA8 7TD,North West,876,Halton,351195.0,386733.0,E02002578,E01012426,1,0,0,0,0,0,1.19,0.52,95.98,2.31,E01012426,E01012426,E01012426,7.0,7.0,987.0,5.0
111457.0,4625.0,Saints Peter and Paul Catholic College,39.0,252.0,97.0,39.0,1446,691.0,47.79,Urban: Nearer to a major town or city,WA8 7DW,North West,876,Halton,350811.0,386559.0,E02002578,E01012426,1,0,0,0,0,0,1.19,0.52,95.98,2.31,E01012426,E01012426,E01012426,7.0,7.0,987.0,5.0
138562.0,4000.0,King's Leadership Academy Warrington,71.0,108.0,14.0,13.0,684,360.0,52.63,Urban: Nearer to a major town or city,WA1 4PF,North West,877,Warrington,364226.0,389636.0,E02002603,E01012556,1,0,0,0,0,0,1.95,0.28,96.79,0.98,E01012556,E01012556,E01012556,10.0,6.0,1653.0,8.0
142899.0,4004.0,UTC Warrington,24.0,92.0,30.0,33.0,258,57.0,22.09,Urban: Nearer to a major town or city,WA2 7NG,North West,877,Warrington,360503.0,388585.0,E02002607,E01033300,1,0,0,0,0,0,10.14,2.88,81.4,5.57,E01033300,E01033300,E01033300,3.0,10.0,,
144799.0,4007.0,Sir Thomas Boteler Church of England High School,43.0,109.0,38.0,35.0,516,250.0,48.45,Urban: Nearer to a major town or city,WA4 1JL,North West,877,Warrington,362457.0,387131.0,E02002609,E01012507,1,0,0,0,0,0,2.43,0.9,94.2,2.46,E01012507,E01012507,E01012507,2.5,9.0,,
111430.0,4200.0,Culcheth High School,54.0,224.0,29.0,13.0,1165,600.0,51.5,Urban: Nearer to a major town or city,WA3 5HH,North West,877,Warrington,366175.0,395397.0,E02002590,E01012476,1,0,0,0,0,0,1.36,0.06,95.43,3.15,E01012476,E01012476,E01012476,6.0,5.0,1117.0,6.0
139152.0,4206.0,Great Sankey High School,54.0,296.0,28.0,10.0,1926,918.0,47.66,Urban: Nearer to a major town or city,WA5 3AA,North West,877,Warrington,356152.0,389463.0,E02002598,E01035385,1,0,0,0,0,0,4.83,0.88,90.58,3.7,E01035385,E01012567,E01012567,10.0,2.0,987.0,5.0
139840.0,4226.0,Birchwood Community High School,46.0,169.0,45.0,27.0,955,457.0,47.85,Urban: Nearer to a major town or city,WA3 7PT,North West,877,Warrington,364905.0,391237.0,E02002594,E01012459,1,0,0,0,0,0,3.36,0.33,92.42,3.89,E01012459,E01012459,E01012459,3.0,8.0,739.0,4.0
138732.0,4502.0,Lymm High School,70.0,290.0,27.0,9.0,1848,926.0,50.11,Urban: Nearer to a major town or city,WA13 0RB,North West,877,Warrington,369540.0,387029.0,E02002610,E01012514,1,0,0,0,0,0,1.83,0.16,95.43,2.58,E01012514,E01012514,E01012514,9.0,1.0,1390.0,7.0
111456.0,4624.0,Cardinal Newman Catholic High School,31.0,143.0,27.0,19.0,809,409.0,50.56,Urban: Nearer to a major town or city,WA4 1RX,North West,877,Warrington,362759.0,388138.0,E02002609,E01012506,1,0,0,0,0,0,2.43,0.9,94.2,2.46,E01012506,E01012506,E01012506,2.5,9.0,423.0,3.0
139196.0,4002.0,Beamont Collegiate Academy,32.0,129.0,53.0,41.0,866,420.0,48.5,Urban: Nearer to a major town or city,WA2 8PX,North West,877,Warrington,361050.0,390198.0,E02002600,E01012520,1,0,0,0,0,0,2.4,0.98,92.56,4.06,E01012520,E01012520,E01012520,1.0,10.0,597.0,3.0
145157.0,4009.0,Penketh High School,43.0,161.0,43.0,27.0,885,432.0,48.81,Urban: Nearer to a major town or city,WA5 2BY,North West,877,Warrington,357020.0,388117.0,E02002608,E01012532,1,0,0,0,0,0,2.05,0.45,96.59,0.91,E01012532,E01012532,E01012532,10.0,8.0,,
141598.0,4229.0,Bridgewater High School,58.0,296.0,26.0,9.0,1567,753.0,48.05,Urban: Nearer to a major town or city,WA4 3AE,North West,877,Warrington,361825.0,385250.0,E02002612,E01012450,1,0,0,0,0,0,3.43,0.14,93.93,2.5,E01012450,E01012450,E01012450,9.0,3.0,547.0,3.0
111454.0,4622.0,St Gregory's Catholic High School,49.0,165.0,16.0,10.0,988,512.0,51.82,Urban: Nearer to a major town or city,WA5 1HG,North West,877,Warrington,358803.0,388412.0,E02002605,E01012497,1,0,0,0,0,0,6.08,1.07,90.47,2.38,E01012497,E01012497,E01012497,4.0,8.0,1241.0,6.0
139553.0,4001.0,The Ilfracombe Church of England Academy,29.0,148.0,35.0,24.0,965,493.0,51.09,Urban: Further from a major town or city,EX34 9JB,South West,878,Devon,252390.0,147177.0,E02004175,E01020111,0,1,0,0,0,0,0.45,0.15,98.12,1.28,E01020111,E01020111,E01020111,4.0,9.0,987.0,5.0
136673.0,4005.0,The King's School,54.0,185.0,18.0,10.0,1090,534.0,48.99,Larger rural: Nearer to a major town or city,EX11 1RA,South West,878,Devon,308904.0,95323.0,E02004136,E01019942,0,0,1,0,0,0,1.19,0.16,96.88,1.76,E01019942,E01019942,E01019942,6.0,4.0,1495.0,7.0
136638.0,4009.0,Clyst Vale Community College,37.0,174.0,52.0,30.0,868,419.0,48.27,Larger rural: Nearer to a major town or city,EX5 3AJ,South West,878,Devon,298538.0,96426.0,E02007027,E01034620,0,0,1,0,0,0,1.12,0.17,97.08,1.63,E01034620,E01019892,E01019892,4.0,4.0,1893.0,9.0
136612.0,4012.0,Exmouth Community College,36.0,366.0,69.0,19.0,2236,1097.0,49.06,Urban: Nearer to a major town or city,EX8 3AF,South West,878,Devon,300633.0,81773.0,E02004144,E01019910,1,0,0,0,0,0,0.18,0.12,97.83,1.87,E01019910,E01019910,E01019910,8.0,6.0,468.0,3.0
142805.0,4016.0,St James School,42.0,158.0,43.0,27.0,905,444.0,49.06,Urban: Nearer to a major town or city,EX4 8NN,South West,878,Devon,294581.0,94279.0,E02004150,E01019991,1,0,0,0,0,0,8.03,2.45,85.76,3.76,E01019991,E01019991,E01019991,3.0,3.0,1893.0,9.0
142540.0,4019.0,Bideford College,30.0,227.0,53.0,23.0,1265,610.0,48.22,Urban: Further from a major town or city,EX39 3AR,South West,878,Devon,244378.0,126425.0,E02004223,E01020283,0,1,0,0,0,0,0.57,0.04,98.45,0.94,E01020283,E01020283,E01020283,6.0,7.0,1653.0,8.0
144392.0,4021.0,Axe Valley Academy,39.0,117.0,28.0,24.0,624,310.0,49.68,Larger rural: Further from a major town or city,EX13 5EA,South West,878,Devon,329958.0,98680.0,E02004133,E01019887,0,0,0,1,0,0,0.59,0.06,98.24,1.12,E01019887,E01019887,E01019887,2.0,8.0,,
137024.0,4054.0,Chulmleigh Community College,58.0,109.0,13.0,12.0,604,287.0,47.52,Larger rural: Further from a major town or city,EX18 7AA,South West,878,Devon,268614.0,114681.0,E02004188,E01020098,0,0,0,1,0,0,0.77,0.0,98.36,0.86,E01020098,E01020098,E01020098,4.0,2.0,1495.0,7.0
137228.0,4055.0,Great Torrington School,30.0,145.0,24.0,17.0,738,358.0,48.51,Larger rural: Further from a major town or city,EX38 7DJ,South West,878,Devon,250222.0,119493.0,E02004225,E01020307,0,0,0,1,0,0,0.17,0.17,98.1,1.56,E01020307,E01020307,E01020307,3.0,8.0,1893.0,9.0
113512.0,4057.0,South Molton Community College,51.0,116.0,24.0,21.0,613,304.0,49.59,Larger rural: Further from a major town or city,EX36 4LA,South West,878,Devon,271441.0,125293.0,E02004187,E01020135,0,0,0,1,0,0,1.19,0.0,97.13,1.67,E01020135,E01020135,E01020135,3.0,7.0,1241.0,6.0
136867.0,4060.0,Pilton Community College,33.0,243.0,54.0,22.0,1170,597.0,51.03,Urban: Further from a major town or city,EX31 1RB,South West,878,Devon,255153.0,134114.0,E02004181,E01020132,0,1,0,0,0,0,2.36,0.18,95.81,1.65,E01020132,E01020132,E01020132,7.0,7.0,700.0,4.0
136569.0,4108.0,South Dartmoor Community College,36.0,217.0,44.0,20.0,1184,555.0,46.88,Smaller rural: Nearer to a major town or city,TQ13 7EW,South West,878,Devon,276349.0,70839.0,E02004217,E01020195,0,0,0,0,1,0,0.9,0.17,96.62,2.31,E01020195,E01020195,E01020195,5.0,3.0,1893.0,9.0
136367.0,4110.0,Kingsbridge Academy,58.0,192.0,32.0,17.0,1376,687.0,49.93,Larger rural: Further from a major town or city,TQ7 1PL,South West,878,Devon,273049.0,43827.0,E02004198,E01020189,0,0,0,1,0,0,1.03,0.24,98.09,0.64,E01020189,E01020189,E01020189,5.0,8.0,1893.0,9.0
137176.0,4112.0,Coombeshead Academy,34.0,138.0,41.0,30.0,989,515.0,52.07,Urban: Nearer to a major town or city,TQ12 1PT,South West,878,Devon,285341.0,71830.0,E02004212,E01020210,1,0,0,0,0,0,0.65,0.16,97.35,1.85,E01020210,E01020210,E01020210,7.0,5.5,1893.0,9.0
136495.0,4120.0,"Teignmouth Community School, Exeter Road",32.0,171.0,27.0,16.0,1027,523.0,50.93,Urban: Nearer to a major town or city,TQ14 9HZ,South West,878,Devon,293738.0,73638.0,E02004208,E01020266,1,0,0,0,0,0,0.84,0.18,96.99,1.99,E01020266,E01020266,E01020266,8.0,3.0,1893.0,9.0
136336.0,4184.0,Ivybridge Community College,50.0,396.0,52.0,13.0,2448,1152.0,47.06,Urban: Nearer to a major town or city,PL21 0JA,South West,878,Devon,263900.0,56514.0,E02004193,E01020164,1,0,0,0,0,0,0.41,0.14,97.74,1.71,E01020164,E01020164,E01020164,7.0,6.0,1653.0,8.0
113553.0,4607.0,St Peter's Church of England Aided School,55.0,246.0,38.0,15.0,1270,612.0,48.19,Urban: Nearer to a major town or city,EX2 5AP,South West,878,Devon,295386.0,92055.0,E02004159,E01020026,1,0,0,0,0,0,3.35,0.47,94.42,1.76,E01020026,E01020026,E01020026,10.0,4.0,1893.0,9.0
136494.0,5402.0,Teign School,47.0,143.0,25.0,18.0,943,473.0,50.16,Urban: Nearer to a major town or city,TQ12 3JG,South West,878,Devon,286588.0,73855.0,E02004213,E01020256,1,0,0,0,0,0,0.5,0.15,97.53,1.82,E01020256,E01020256,E01020256,7.0,5.0,1893.0,9.0
137124.0,5404.0,Newton Abbot College,38.0,159.0,34.0,21.0,1129,534.0,47.3,Urban: Nearer to a major town or city,TQ12 2NF,South West,878,Devon,285672.0,71660.0,E02004212,E01020219,1,0,0,0,0,0,0.65,0.16,97.35,1.85,E01020219,E01020219,E01020219,7.0,5.5,1893.0,9.0
136287.0,5405.0,Uffculme School,64.0,199.0,34.0,17.0,1032,506.0,49.03,Larger rural: Nearer to a major town or city,EX15 3AG,South West,878,Devon,306407.0,112895.0,E02004166,E01020063,0,0,1,0,0,0,0.45,0.04,97.96,1.55,E01020063,E01020063,E01020063,6.0,5.0,1390.0,7.0
136646.0,4003.0,Queen Elizabeth's,38.0,248.0,46.0,19.0,1354,715.0,52.81,Larger rural: Nearer to a major town or city,EX17 3LU,South West,878,Devon,282666.0,100475.0,E02004174,E01020061,0,0,1,0,0,0,0.82,0.34,98.17,0.68,E01020061,E01020061,E01020061,6.0,6.0,658.0,4.0
136912.0,4004.0,Honiton Community College,48.0,105.0,10.0,10.0,739,359.0,48.58,Urban: Nearer to a major town or city,EX14 1QT,South West,878,Devon,316181.0,100904.0,E02004130,E01019932,1,0,0,0,0,0,0.97,0.3,96.38,2.36,E01019932,E01019932,E01019932,4.0,6.0,1172.0,6.0
139682.0,4006.0,Isca,41.0,150.0,42.0,28.0,835,445.0,53.29,Urban: Nearer to a major town or city,EX2 6AP,South West,878,Devon,293468.0,90877.0,E02004161,E01020010,1,0,0,0,0,0,5.52,0.45,90.01,4.02,E01020010,E01020010,E01020010,3.0,6.0,1351.0,7.0
141749.0,4017.0,South Devon UTC,31.0,72.0,19.0,26.0,165,30.0,18.18,Urban: Nearer to a major town or city,TQ12 2QA,South West,878,Devon,286290.0,71666.0,E02004214,E01020217,1,0,0,0,0,0,4.04,0.23,94.15,1.58,E01020217,E01020217,E01020217,3.0,9.0,1893.0,9.0
138041.0,4053.0,Braunton Academy,31.0,133.0,17.0,13.0,715,345.0,48.25,Larger rural: Further from a major town or city,EX33 2BP,South West,878,Devon,249131.0,135927.0,E02004179,E01020089,0,0,0,1,0,0,1.0,0.09,98.05,0.86,E01020089,E01020089,E01020089,8.0,3.0,1653.0,8.0
140693.0,4002.0,St Boniface's RC College,24.0,50.0,6.0,12.0,375,,,Urban: Nearer to a major town or city,PL5 3AG,South West,879,Plymouth,248312.0,58355.0,E02003129,E01015071,1,0,0,0,0,0,2.69,0.98,94.96,1.38,E01015071,E01015071,E01015071,5.0,8.0,987.0,5.0
113533.0,4172.0,Sir John Hunt Community Sports College,11.0,115.0,50.0,44.0,739,316.0,42.76,Urban: Nearer to a major town or city,PL5 4AA,South West,879,Plymouth,247758.0,59875.0,E02003128,E01015030,1,0,0,0,0,0,0.8,2.15,94.9,2.15,E01015030,E01015030,E01015030,3.0,10.0,1653.0,8.0
136556.0,4178.0,Plympton Academy,23.0,122.0,33.0,27.0,844,389.0,46.09,Urban: Nearer to a major town or city,PL7 2RS,South West,879,Plymouth,254291.0,56294.0,E02003136,E01015123,1,0,0,0,0,0,0.56,0.09,97.42,1.93,E01015123,E01015123,E01015123,7.0,9.0,658.0,4.0
136557.0,4179.0,Hele's School,50.0,202.0,17.0,8.0,1224,606.0,49.51,Urban: Nearer to a major town or city,PL7 4LT,South West,879,Plymouth,253281.0,56755.0,E02003136,E01015120,1,0,0,0,0,0,0.56,0.09,97.42,1.93,E01015120,E01015120,E01015120,7.0,9.0,846.0,5.0
136568.0,4180.0,Plymstock School,39.0,253.0,48.0,19.0,1515,777.0,51.29,Urban: Nearer to a major town or city,PL9 9AZ,South West,879,Plymouth,251587.0,53450.0,E02003153,E01015134,1,0,0,0,0,0,0.55,0.75,97.33,1.37,E01015134,E01015134,E01015134,7.5,5.5,1495.0,7.0
140104.0,4185.0,Eggbuckland Community College,27.0,139.0,40.0,29.0,958,440.0,45.93,Urban: Nearer to a major town or city,PL6 5YB,South West,879,Plymouth,249202.0,57744.0,E02003133,E01015066,1,0,0,0,0,0,0.66,0.88,97.72,0.74,E01015066,E01015066,E01015066,7.0,8.0,547.0,3.0
137206.0,4186.0,Tor Bridge High,24.0,199.0,57.0,29.0,1248,603.0,48.32,Urban: Nearer to a major town or city,PL6 8UN,South West,879,Plymouth,250912.0,58979.0,E02003126,E01015094,1,0,0,0,0,0,1.64,0.26,96.08,2.03,E01015094,E01015094,E01015094,3.0,9.0,1893.0,9.0
136626.0,4190.0,Stoke Damerel Community College,20.0,223.0,95.0,43.0,1306,603.0,46.17,Urban: Nearer to a major town or city,PL3 4BD,South West,879,Plymouth,246592.0,55719.0,E02003145,E01015170,1,0,0,0,0,0,3.02,1.03,92.29,3.66,E01015170,E01015170,E01015170,2.0,10.0,1495.0,7.0
136142.0,6905.0,All Saints Church of England Academy,14.0,128.0,65.0,51.0,672,321.0,47.77,Urban: Nearer to a major town or city,PL5 3NE,South West,879,Plymouth,246789.0,58032.0,E02003132,E01015074,1,0,0,0,0,0,1.2,0.2,96.55,2.06,E01015074,E01015074,E01015074,2.0,9.0,1051.0,5.0
144760.0,4004.0,Scott Medical and Healthcare College,,,,,275,224.0,81.45,Urban: Nearer to a major town or city,PL3 4BD,South West,879,Plymouth,246591.0,55723.0,E02003145,E01015170,1,0,0,0,0,0,3.02,1.03,92.29,3.66,E01015170,E01015170,E01015170,2.0,10.0,,
136558.0,4181.0,Coombe Dean School,45.0,170.0,39.0,23.0,1024,441.0,43.07,Urban: Nearer to a major town or city,PL9 8ES,South West,879,Plymouth,252286.0,52595.0,E02003153,E01015128,1,0,0,0,0,0,0.55,0.75,97.33,1.37,E01015128,E01015128,E01015128,7.5,5.5,1495.0,7.0
136668.0,4187.0,Lipson Co-operative Academy,28.0,156.0,60.0,39.0,1034,530.0,51.26,Urban: Nearer to a major town or city,PL4 7PG,South West,879,Plymouth,249442.0,55645.0,E02003142,E01015060,1,0,0,0,0,0,1.54,0.94,94.69,2.82,E01015060,E01015060,E01015060,3.0,8.0,1051.0,5.0
140737.0,4605.0,Notre Dame RC School,32.0,94.0,24.0,26.0,711,668.0,93.95,Urban: Nearer to a major town or city,PL6 5HN,South West,879,Plymouth,248977.0,60126.0,E02003122,E01015025,1,0,0,0,0,0,3.52,0.69,93.07,2.71,E01015025,E01015025,E01015025,8.0,9.0,491.0,3.0
138863.0,4001.0,Paignton Academy,23.0,215.0,85.0,40.0,1322,612.0,46.29,Urban: Further from a major town or city,TQ3 3WA,South West,880,Torbay,287454.0,60120.0,E02003166,E01034171,0,1,0,0,0,0,0.6,0.0,98.37,1.03,E01034171,E01015195,E01015195,3.0,8.0,788.0,4.0
113526.0,4117.0,The Spires College,29.0,105.0,33.0,31.0,979,500.0,51.07,Urban: Further from a major town or city,TQ1 3PE,South West,880,Torbay,291992.0,65076.0,E02003158,E01015241,0,1,0,0,0,0,1.64,0.69,95.01,2.65,E01015241,E01015241,E01015241,4.0,8.0,737.0,4.0
137755.0,4118.0,Brixham College,28.0,187.0,48.0,26.0,1084,556.0,51.29,Urban: Further from a major town or city,TQ5 9HF,South West,880,Torbay,292886.0,55868.0,E02003170,E01015187,0,1,0,0,0,0,0.35,0.47,97.71,1.47,E01015187,E01015187,E01015187,5.0,3.0,1.0,1.0
138370.0,4000.0,Torquay Academy,48.0,220.0,68.0,31.0,1373,618.0,45.01,Urban: Further from a major town or city,TQ2 7NU,South West,880,Torbay,290674.0,65594.0,E02003157,E01015258,0,1,0,0,0,0,2.85,0.92,93.38,2.85,E01015258,E01015258,E01015258,4.0,9.0,985.0,5.0
113551.0,4601.0,St Cuthbert Mayne School,17.0,155.0,50.0,32.0,869,458.0,52.7,Urban: Further from a major town or city,TQ1 4RN,South West,880,Torbay,291420.0,66062.0,E02003155,E01015238,0,1,0,0,0,0,1.69,0.07,96.69,1.55,E01015238,E01015238,E01015238,4.0,9.0,1298.0,6.0
138239.0,4005.0,Becket Keys Church of England Free School,59.0,146.0,19.0,13.0,943,437.0,46.34,Urban: Nearer to a major town or city,CM15 9DA,East of England,881,Essex,559451.0,194543.0,E02004467,E01021431,1,0,0,0,0,0,5.03,2.85,88.42,3.7,E01021431,E01021431,E01021431,10.0,3.0,1298.0,6.0
136625.0,5426.0,Davenant Foundation School,65.0,159.0,21.0,13.0,1201,593.0,49.38,Urban: Nearer to a major town or city,IG10 2LD,East of England,881,Essex,544283.0,198031.0,E02004537,E01021774,1,0,0,0,0,0,3.85,4.77,84.94,6.45,E01021774,E01021774,E01021774,4.5,4.0,1893.0,9.0
138834.0,5461.0,Brentwood Ursuline Convent High School,82.0,165.0,12.0,7.0,1070,1037.0,96.92,Urban: Nearer to a major town or city,CM14 4EX,East of England,881,Essex,559629.0,193514.0,E02004470,E01034360,1,0,0,0,0,0,6.52,2.7,84.05,6.73,E01034360,E01021436,E01021436,9.0,2.0,1390.0,7.0
138865.0,4007.0,The James Hornsby School,15.0,160.0,76.0,48.0,879,443.0,50.4,Urban: Nearer to a major town or city,SS15 5NX,East of England,881,Essex,568528.0,189143.0,E02004439,E01021289,1,0,0,0,0,0,4.67,4.77,87.63,2.92,E01021289,E01021289,E01021289,3.0,7.0,1495.0,7.0
141214.0,4014.0,Woodlands School,32.0,277.0,103.0,37.0,1533,669.0,43.64,Urban: Nearer to a major town or city,SS16 5BA,East of England,881,Essex,570340.0,187968.0,E02004443,E01021297,1,0,0,0,0,0,16.62,7.84,70.92,4.61,E01021297,E01021297,E01021297,4.0,7.0,1495.0,7.0
